"","Observed.score","Pvalue","Adjusted.Pvalue","FDR"
"GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_UP",-0.292826982219521,0.18,0.664134665965281,NA
"GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_PDC_DN",-0.297478155541237,0.18,0.664134665965281,NA
"GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_DN",-0.296823230117201,0.18,0.664134665965281,NA
"GSE339_CD4POS_VS_CD4CD8DN_DC_IN_CULTURE_UP",-0.28712182189372,0.18,0.664134665965281,NA
"GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_UP",-0.300895921462553,0.18,0.664134665965281,NA
"GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_UP",-0.295951740921236,0.18,0.664134665965281,NA
"GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_UP",-0.298523869615902,0.18,0.664134665965281,NA
"GSE3982_MAC_VS_EFF_MEMORY_CD4_TCELL_UP",-0.295851236435971,0.18,0.664134665965281,NA
"GSE3982_MAC_VS_TH1_UP",-0.295035415462629,0.18,0.664134665965281,NA
"GSE3982_BASOPHIL_VS_TH2_DN",-0.299986982466352,0.18,0.664134665965281,NA
"GSE7460_WT_VS_FOXP3_HET_ACT_WITH_TGFB_TCONV_UP",-0.28975031137324,0.18,0.664134665965281,NA
"GSE2585_AIRE_KO_VS_WT_CD80_HIGH_MTEC_DN",-0.290718867351679,0.18,0.664134665965281,NA
"GSE4748_CTRL_VS_LPS_STIM_DC_3H_DN",-0.295420445079776,0.18,0.664134665965281,NA
"GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD8_TCELL_UP",-0.318460903901699,0.18,0.664134665965281,NA
"GSE7768_OVA_ALONE_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_UP",-0.30267010618052,0.18,0.664134665965281,NA
"GSE4590_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_UP",-0.313259608306393,0.18,0.664134665965281,NA
"GSE8685_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP",-0.29527149742936,0.18,0.664134665965281,NA
"GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_UP",-0.29915360799654,0.18,0.664134665965281,NA
"GSE17186_MEMORY_VS_NAIVE_BCELL_UP",-0.299752648961588,0.18,0.664134665965281,NA
"GSE21360_SECONDARY_VS_TERTIARY_MEMORY_CD8_TCELL_DN",-0.294401262616694,0.18,0.664134665965281,NA
"GSE24726_WT_VS_E2-2_KO_PDC_UP",-0.292154608450396,0.18,0.664134665965281,NA
"GSE24972_WT_VS_IRF8_KO_MARGINAL_ZONE_SPLEEN_BCELL_DN",-0.29657916604429,0.18,0.664134665965281,NA
"GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_DN",-0.291633497202972,0.18,0.664134665965281,NA
"GSE27291_0H_VS_6H_STIM_GAMMADELTA_TCELL_UP",-0.307377051040915,0.18,0.664134665965281,NA
"GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_PPARG_KO_TREG_CD4_TCELL_DN",-0.316299751171477,0.18,0.664134665965281,NA
"GSE40273_XBP1_KO_VS_WT_TREG_UP",-0.294027617936426,0.18,0.664134665965281,NA
"GSE40274_FOXP3_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP",-0.319769323790816,0.18,0.664134665965281,NA
"GSE35435_RESTING_VS_IL4_TREATED_MACROPHAGE_DN",-0.31300198777643,0.18,0.664134665965281,NA
"GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_10H_UP",-0.298414571917182,0.18,0.664134665965281,NA
"GSE43955_10H_VS_30H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP",-0.307740665916365,0.18,0.664134665965281,NA
"GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_UP",-0.292560595359836,0.18,0.664134665965281,NA
"GSE45365_WT_VS_IFNAR_KO_CD8A_DC_UP",-0.296954988266621,0.18,0.664134665965281,NA
"GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_DN",-0.29906180221172,0.18,0.664134665965281,NA
"GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN",-0.29861260735429,0.19,0.673060606060606,NA
"GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP",-0.298877356055288,0.19,0.673060606060606,NA
"GSE14350_IL2RB_KO_VS_WT_TEFF_UP",-0.307640926092353,0.19,0.673060606060606,NA
"GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_UP",-0.294359972265246,0.19,0.673060606060606,NA
"GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_UP",-0.293773269073752,0.19,0.673060606060606,NA
"GSE17721_CTRL_VS_PAM3CSK4_1H_BMDM_UP",-0.303166030392739,0.19,0.673060606060606,NA
"GSE17721_0.5H_VS_12H_LPS_BMDM_UP",-0.30075328762489,0.19,0.673060606060606,NA
"GSE17721_0.5H_VS_12H_CPG_BMDM_UP",-0.286778248251398,0.19,0.673060606060606,NA
"GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_DN",-0.298857684459306,0.19,0.673060606060606,NA
"GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_DN",-0.300684832499219,0.19,0.673060606060606,NA
"GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_DN",-0.30285223767887,0.19,0.673060606060606,NA
"GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_UP",-0.28661523675144,0.19,0.673060606060606,NA
"GSE2706_UNSTIM_VS_2H_LPS_DC_UP",-0.29794638471363,0.19,0.673060606060606,NA
"GSE27786_LSK_VS_BCELL_UP",-0.303288032312322,0.19,0.673060606060606,NA
"GSE27786_LIN_NEG_VS_BCELL_UP",-0.297593205856779,0.19,0.673060606060606,NA
"GSE27786_LIN_NEG_VS_BCELL_DN",-0.303618782863417,0.19,0.673060606060606,NA
"GSE27786_CD4_TCELL_VS_NKTCELL_UP",-0.288180842552205,0.19,0.673060606060606,NA
"GSE27786_NKCELL_VS_NKTCELL_DN",-0.299498313061055,0.19,0.673060606060606,NA
"GSE27786_NKCELL_VS_MONO_MAC_UP",-0.294546286934232,0.19,0.673060606060606,NA
"GSE27786_NKTCELL_VS_NEUTROPHIL_DN",-0.291839525065288,0.19,0.673060606060606,NA
"GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_UP",-0.295310560261628,0.19,0.673060606060606,NA
"GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP",-0.286839450017857,0.19,0.673060606060606,NA
"GSE37416_CTRL_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_UP",-0.290492494899593,0.19,0.673060606060606,NA
"GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_DN",-0.28555334068006,0.19,0.673060606060606,NA
"GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_DN",-0.299029838862843,0.19,0.673060606060606,NA
"GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN",-0.303950586903988,0.19,0.673060606060606,NA
"GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP",-0.316401971727524,0.19,0.673060606060606,NA
"GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP",-0.302977385291517,0.19,0.673060606060606,NA
"GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_0.8H_DN",-0.287352152193823,0.19,0.673060606060606,NA
"GSE4142_NAIVE_BCELL_VS_PLASMA_CELL_UP",-0.301140580843245,0.19,0.673060606060606,NA
"GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_DN",-0.293767563933338,0.19,0.673060606060606,NA
"GSE5589_UNSTIM_VS_180MIN_LPS_AND_IL10_STIM_MACROPHAGE_DN",-0.293129194380629,0.19,0.673060606060606,NA
"GSE5589_LPS_VS_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_DN",-0.290843819802467,0.19,0.673060606060606,NA
"GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD4_TCELL_UP",-0.310202122263361,0.19,0.673060606060606,NA
"GSE12963_ENV_NEF_VS_ENV_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP",-0.320597340745261,0.19,0.673060606060606,NA
"GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_129_MOUSE_DN",-0.294088840568224,0.19,0.673060606060606,NA
"GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_HDM_STIM_CD4_TCELL_UP",-0.300720157536209,0.19,0.673060606060606,NA
"GSE19401_PLN_VS_PEYERS_PATCH_FOLLICULAR_DC_DN",-0.292221769553043,0.19,0.673060606060606,NA
"GSE24210_IL35_TREATED_VS_UNTREATED_TCONV_CD4_TCELL_UP",-0.311820033169238,0.19,0.673060606060606,NA
"GSE25123_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_DAY10_UP",-0.306845417484207,0.19,0.673060606060606,NA
"GSE19941_UNSTIM_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_DN",-0.291758561250614,0.19,0.673060606060606,NA
"GSE22443_IL2_VS_IL12_TREATED_ACT_CD8_TCELL_UP",-0.306838157111211,0.19,0.673060606060606,NA
"GSE27859_CD11C_INT_F480_HI_MACROPHAGE_VS_CD11C_ING_F480_INT_DC_DN",-0.293281240712809,0.19,0.673060606060606,NA
"GSE26343_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN",-0.303897512574398,0.19,0.673060606060606,NA
"GSE34156_UNTREATED_VS_6H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP",-0.294013671530859,0.19,0.673060606060606,NA
"GSE37301_MULTIPOTENT_PROGENITOR_VS_COMMON_LYMPHOID_PROGENITOR_UP",-0.310345092041452,0.19,0.673060606060606,NA
"GSE40666_UNTREATED_VS_IFNA_STIM_EFFECTOR_CD8_TCELL_90MIN_UP",-0.287960896017162,0.19,0.673060606060606,NA
"GSE11961_MARGINAL_ZONE_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_DN",-0.295413961330471,0.19,0.673060606060606,NA
"GSE28737_BCL6_HET_VS_BCL6_KO_MARGINAL_ZONE_BCELL_UP",-0.293419640760056,0.19,0.673060606060606,NA
"GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_DN",-0.295373900277979,0.19,0.673060606060606,NA
"GSE43863_TH1_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_DN",-0.300862490210592,0.19,0.673060606060606,NA
"GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_DN",-0.295881688837832,0.19,0.673060606060606,NA
"GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_24H_UP",-0.29416458894885,0.19,0.673060606060606,NA
"GSE12366_GC_BCELL_VS_PLASMA_CELL_DN",-0.292794680735175,0.2,0.680970873786408,NA
"GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN",-0.293318448441024,0.2,0.680970873786408,NA
"GSE14350_IL2RB_KO_VS_WT_TREG_UP",-0.29286361324785,0.2,0.680970873786408,NA
"GSE17580_UNINFECTED_VS_S_MANSONI_INF_TREG_DN",-0.292615761899552,0.2,0.680970873786408,NA
"GSE17721_CTRL_VS_POLYIC_6H_BMDM_DN",-0.293328246254615,0.2,0.680970873786408,NA
"GSE17721_CTRL_VS_PAM3CSK4_24H_BMDM_DN",-0.291702513012042,0.2,0.680970873786408,NA
"GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDM_UP",-0.291429991381995,0.2,0.680970873786408,NA
"GSE17721_POLYIC_VS_CPG_4H_BMDM_UP",-0.288943444151709,0.2,0.680970873786408,NA
"GSE17974_0H_VS_72H_IN_VITRO_ACT_CD4_TCELL_UP",-0.299070470160075,0.2,0.680970873786408,NA
"GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN",-0.291511944346626,0.2,0.680970873786408,NA
"GSE20715_0H_VS_24H_OZONE_LUNG_DN",-0.288551964571363,0.2,0.680970873786408,NA
"GSE22886_NEUTROPHIL_VS_DC_UP",-0.307299860973842,0.2,0.680970873786408,NA
"GSE27786_NKTCELL_VS_NEUTROPHIL_UP",-0.296729940018549,0.2,0.680970873786408,NA
"GSE29618_BCELL_VS_PDC_DN",-0.299316287007233,0.2,0.680970873786408,NA
"GSE32423_CTRL_VS_IL4_MEMORY_CD8_TCELL_DN",-0.288755204616802,0.2,0.680970873786408,NA
"GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_DN",-0.293138591615938,0.2,0.680970873786408,NA
"GSE37416_CTRL_VS_0H_F_TULARENSIS_LVS_NEUTROPHIL_DN",-0.289577003054526,0.2,0.680970873786408,NA
"GSE37416_12H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_DN",-0.294464645900601,0.2,0.680970873786408,NA
"GSE6269_STAPH_AUREUS_VS_STREP_PNEUMO_INF_PBMC_DN",-0.301665133486208,0.2,0.680970873786408,NA
"GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_UP",-0.292878011168315,0.2,0.680970873786408,NA
"GSE9037_CTRL_VS_LPS_1H_STIM_IRAK4_KO_BMDM_UP",-0.295090056303491,0.2,0.680970873786408,NA
"GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN",-0.298203898621251,0.2,0.680970873786408,NA
"GSE4142_NAIVE_VS_MEMORY_BCELL_DN",-0.297425076376921,0.2,0.680970873786408,NA
"GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_6H_UP",-0.302302521362284,0.2,0.680970873786408,NA
"GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_12H_DN",-0.293322981237834,0.2,0.680970873786408,NA
"GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN",-0.297977250037782,0.2,0.680970873786408,NA
"GSE5589_UNSTIM_VS_45MIN_LPS_STIM_MACROPHAGE_DN",-0.298938623458206,0.2,0.680970873786408,NA
"GSE5589_LPS_VS_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_UP",-0.294153925938119,0.2,0.680970873786408,NA
"GSE7831_1H_VS_4H_INFLUENZA_STIM_PDC_DN",-0.296595273272223,0.2,0.680970873786408,NA
"GSE5503_LIVER_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_DN",-0.292818722883133,0.2,0.680970873786408,NA
"GSE10240_IL22_VS_IL22_AND_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN",-0.287286668097851,0.2,0.680970873786408,NA
"GSE10147_IL3_VS_IL3_AND_CPG_STIM_PDC_DN",-0.304435849527245,0.2,0.680970873786408,NA
"GSE9946_IMMATURE_VS_LISTERIA_INF_MATURE_DC_DN",-0.314675778034918,0.2,0.680970873786408,NA
"GSE9946_MATURE_STIMULATORY_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_UP",-0.320986403605926,0.2,0.680970873786408,NA
"GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNG_KO_UP",-0.298974938598931,0.2,0.680970873786408,NA
"GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_DN",-0.28985315979602,0.2,0.680970873786408,NA
"GSE9960_HEALTHY_VS_GRAM_POS_SEPSIS_PBMC_UP",-0.304191076953525,0.2,0.680970873786408,NA
"GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP",-0.307013286222331,0.2,0.680970873786408,NA
"GSE18281_CORTEX_VS_MEDULLA_THYMUS_DN",-0.307468321676274,0.2,0.680970873786408,NA
"GSE20198_UNTREATED_VS_IL12_IL18_TREATED_ACT_CD4_TCELL_UP",-0.300579546184222,0.2,0.680970873786408,NA
"GSE20754_WT_VS_TCF1_KO_MEMORY_CD8_TCELL_UP",-0.287878573747115,0.2,0.680970873786408,NA
"GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_DAY10_DN",-0.305928515571564,0.2,0.680970873786408,NA
"GSE17301_CTRL_VS_48H_ACD3_ACD28_STIM_CD8_TCELL_DN",-0.296397311016956,0.2,0.680970873786408,NA
"GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_DN",-0.293631251758847,0.2,0.680970873786408,NA
"GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_STIM_MACROPHAGE_UP",-0.296378168546756,0.2,0.680970873786408,NA
"GSE26290_WT_VS_PDK1_KO_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_UP",-0.299780546559443,0.2,0.680970873786408,NA
"GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_DN",-0.289418962378132,0.2,0.680970873786408,NA
"GSE34006_UNTREATED_VS_A2AR_AGONIST_TREATED_TREG_DN",-0.298920536440964,0.2,0.680970873786408,NA
"GSE39152_CD103_NEG_VS_POS_MEMORY_CD8_TCELL_DN",-0.297439024727504,0.2,0.680970873786408,NA
"GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_UP",-0.291383262835558,0.2,0.680970873786408,NA
"GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_DN",-0.301134894975492,0.2,0.680970873786408,NA
"GSE34179_THPOK_KO_VS_WT_VA14I_NKTCELL_UP",-0.298038915870634,0.2,0.680970873786408,NA
"GSE41867_NAIVE_VS_EFFECTOR_CD8_TCELL_UP",-0.302055913563546,0.2,0.680970873786408,NA
"GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP",-0.296247218134448,0.2,0.680970873786408,NA
"GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP",-0.288483082322363,0.2,0.680970873786408,NA
"GSE13306_TREG_VS_TCONV_DN",-0.295155914013993,0.21,0.689901639344262,NA
"GSE13306_RA_VS_UNTREATED_TREG_UP",-0.295443223503166,0.21,0.689901639344262,NA
"GSE13493_DP_VS_CD4INTCD8POS_THYMOCYTE_UP",-0.294200263504777,0.21,0.689901639344262,NA
"GSE14350_TREG_VS_TEFF_UP",-0.29348803524905,0.21,0.689901639344262,NA
"GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_DN",-0.301511485407468,0.21,0.689901639344262,NA
"GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN",-0.294454091168368,0.21,0.689901639344262,NA
"GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IL12_CD8_TCELL_DN",-0.293288997946971,0.21,0.689901639344262,NA
"GSE17721_CTRL_VS_POLYIC_8H_BMDM_UP",-0.296210710292712,0.21,0.689901639344262,NA
"GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDM_DN",-0.292762149325979,0.21,0.689901639344262,NA
"GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDM_DN",-0.288037903583904,0.21,0.689901639344262,NA
"GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_UP",-0.293384780864632,0.21,0.689901639344262,NA
"GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_DN",-0.295581976521705,0.21,0.689901639344262,NA
"GSE24634_NAIVE_CD4_TCELL_VS_DAY5_IL4_CONV_TREG_UP",-0.296990641637456,0.21,0.689901639344262,NA
"GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP",-0.306911020370011,0.21,0.689901639344262,NA
"GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_DN",-0.290977640958056,0.21,0.689901639344262,NA
"GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_UP",-0.303207380342387,0.21,0.689901639344262,NA
"GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP",-0.290934885963436,0.21,0.689901639344262,NA
"GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP",-0.290087881414559,0.21,0.689901639344262,NA
"GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_24H_UP",-0.291927991063848,0.21,0.689901639344262,NA
"GSE3039_NKT_CELL_VS_ALPHABETA_CD8_TCELL_UP",-0.292502435960335,0.21,0.689901639344262,NA
"GSE5542_IFNA_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP",-0.29121779268939,0.21,0.689901639344262,NA
"GSE7348_UNSTIM_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_UP",-0.306060149125331,0.21,0.689901639344262,NA
"GSE7768_OVA_WITH_LPS_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_UP",-0.302136133155545,0.21,0.689901639344262,NA
"GSE4590_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_DN",-0.306175958694634,0.21,0.689901639344262,NA
"GSE9239_CTRL_VS_TNF_INHIBITOR_TREATED_DC_UP",-0.294905391623748,0.21,0.689901639344262,NA
"GSE8621_UNSTIM_VS_LPS_PRIMED_UNSTIM_MACROPHAGE_DN",-0.286368170849152,0.21,0.689901639344262,NA
"GSE10273_HIGH_IL7_VS_HIGH_IL7_AND_IRF4_IN_IRF4_8_NULL_PRE_BCELL_UP",-0.296162124813182,0.21,0.689901639344262,NA
"GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_DC_DN",-0.295967859647903,0.21,0.689901639344262,NA
"GSE11884_WT_VS_FURIN_KO_NAIVE_CD4_TCELL_DN",-0.312684793274083,0.21,0.689901639344262,NA
"GSE12198_CTRL_VS_HIGH_IL2_STIM_NK_CELL_DN",-0.292491968376591,0.21,0.689901639344262,NA
"GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_DP_THYMOCYTES_DN",-0.29965986642221,0.21,0.689901639344262,NA
"GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP",-0.299269726074914,0.21,0.689901639344262,NA
"GSE21927_SPLENIC_C26GM_TUMOROUS_VS_4T1_TUMOR_MONOCYTES_UP",-0.302521302320889,0.21,0.689901639344262,NA
"GSE16385_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_UP",-0.293832248561746,0.21,0.689901639344262,NA
"GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_UP",-0.288737932447383,0.21,0.689901639344262,NA
"GSE22282_HYPOXIA_VS_NORMOXIA_MYELOID_DC_UP",-0.286626025371035,0.21,0.689901639344262,NA
"GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_MACROPHAGE_UP",-0.291334938926504,0.21,0.689901639344262,NA
"GSE19941_UNSTIM_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP",-0.306617004061754,0.21,0.689901639344262,NA
"GSE25846_IL10_POS_VS_NEG_CD8_TCELL_DAY7_POST_CORONAVIRUS_BRAIN_UP",-0.292795902010742,0.21,0.689901639344262,NA
"GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_DN",-0.301094990571974,0.21,0.689901639344262,NA
"GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN",-0.28684536981895,0.21,0.689901639344262,NA
"GSE37301_MULTIPOTENT_PROGENITOR_VS_CD4_TCELL_DN",-0.289555480475743,0.21,0.689901639344262,NA
"GSE40274_FOXP3_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP",-0.293950443617518,0.21,0.689901639344262,NA
"GSE28737_BCL6_HET_VS_BCL6_KO_MARGINAL_ZONE_BCELL_DN",-0.2965501009473,0.21,0.689901639344262,NA
"GSE11961_FOLLICULAR_BCELL_VS_MARGINAL_ZONE_BCELL_DN",-0.289714009462604,0.21,0.689901639344262,NA
"GSE41867_NAIVE_VS_DAY6_LCMV_EFFECTOR_CD8_TCELL_DN",-0.292849960507242,0.21,0.689901639344262,NA
"GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP",-0.286516934638458,0.22,0.699492293744334,NA
"GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_DN",-0.288004715794513,0.22,0.699492293744334,NA
"GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP",-0.285044198914573,0.22,0.699492293744334,NA
"GSE1432_6H_VS_24H_IFNG_MICROGLIA_DN",-0.289505255780837,0.22,0.699492293744334,NA
"GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_UP",-0.295941068699302,0.22,0.699492293744334,NA
"GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDM_UP",-0.295178518075827,0.22,0.699492293744334,NA
"GSE17721_4_VS_24H_CPG_BMDM_UP",-0.283627948604835,0.22,0.699492293744334,NA
"GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP",-0.290068904207211,0.22,0.699492293744334,NA
"GSE22886_IGM_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN",-0.288560591274629,0.22,0.699492293744334,NA
"GSE26928_CENTR_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP",-0.289732028218473,0.22,0.699492293744334,NA
"GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_UP",-0.288719556474285,0.22,0.699492293744334,NA
"GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MONOCYTE_DN",-0.292520306649248,0.22,0.699492293744334,NA
"GSE31082_DN_VS_DP_THYMOCYTE_UP",-0.284583790368424,0.22,0.699492293744334,NA
"GSE3982_MAST_CELL_VS_MAC_DN",-0.286457827161784,0.22,0.699492293744334,NA
"GSE9006_TYPE_1_DIABETES_AT_DX_VS_4MONTH_POST_DX_PBMC_DN",-0.301452818901923,0.22,0.699492293744334,NA
"GSE411_100MIN_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_DN",-0.29642834521396,0.22,0.699492293744334,NA
"GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_IFNG_DERIVED_MACROPHAGE_UP",-0.292982659171704,0.22,0.699492293744334,NA
"GSE2585_CTEC_VS_THYMIC_MACROPHAGE_DN",-0.292729300543634,0.22,0.699492293744334,NA
"GSE4748_CYANOBACTERIUM_LPSLIKE_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN",-0.295824004622771,0.22,0.699492293744334,NA
"GSE5679_RARA_AGONIST_AM580_VS_AM580_AND_ROSIGLITAZONE_TREATED_DC_UP",-0.293499216046824,0.22,0.699492293744334,NA
"GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_DN",-0.312731926826784,0.22,0.699492293744334,NA
"GSE3920_IFNA_VS_IFNG_TREATED_FIBROBLAST_DN",-0.286718044742742,0.22,0.699492293744334,NA
"GSE3920_IFNA_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP",-0.296718395635307,0.22,0.699492293744334,NA
"GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_UP",-0.291803261478365,0.22,0.699492293744334,NA
